Tipo,Cargo u oficio por entrevistados,NIVEL,PROGRAMA,MUNICIPIO,TOTAL_MATRICULADOS_2017,TOTAL_MATRICULADOS_2018,VARIACION_PORCENTUAL_2018_2017
ALTA DEMANDA,DISEÑADOR WEB,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,CALI,34,45,0.3235
ALTA ROTACIÓN,DISEÑADOR WEB,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,CALI,34,45,0.3235
CRÍTICO,DISEÑADOR WEB,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
ALTA DEMANDA,DISEÑADOR WEB,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
ALTA ROTACIÓN,DISEÑADOR WEB,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
CRÍTICO,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA DEMANDA,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA ROTACIÓN,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
CRÍTICO,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA DEMANDA,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA ROTACIÓN,DISEÑADOR WEB,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
CRÍTICO,GERENTE DE PROYECTOS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,GERENTE DE PROYECTOS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
CRÍTICO,GERENTE DE PROYECTOS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
CRÍTICO,GERENTE DE PROYECTOS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,GERENTE DE PROYECTOS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MEDELLÍN,498,628,0.261
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MEDELLÍN,498,628,0.261
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MANIZALES,236,304,0.2881
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MANIZALES,236,304,0.2881
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,MEDELLÍN,1267,2244,0.7711
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,MEDELLÍN,1267,2244,0.7711
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,BOGOTÁ,289,304,0.0519
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,BOGOTÁ,289,304,0.0519
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,POSGRADO,TELECOMUNICACIONES,BOGOTÁ,420,242,-0.4238
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,POSGRADO,TELECOMUNICACIONES,BOGOTÁ,420,242,-0.4238
CRÍTICO,GERENTE TÉCNICO Y DE DESARROLLO,POSGRADO,ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE,MEDELLÍN,43,47,0.093
ALTA ROTACIÓN,GERENTE TÉCNICO Y DE DESARROLLO,POSGRADO,ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE,MEDELLÍN,43,47,0.093
CRÍTICO,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
ALTA DEMANDA,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
CRÍTICO,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
ALTA DEMANDA,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
CRÍTICO,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,CALI,34,45,0.3235
ALTA DEMANDA,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,CALI,34,45,0.3235
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,CALI,34,45,0.3235
CRÍTICO,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,ARMENIA,0,67,-1
ALTA DEMANDA,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,ARMENIA,0,67,-1
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,ARMENIA,0,67,-1
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,ARMENIA,60,55,-0.0833
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,ARMENIA,60,55,-0.0833
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,ARMENIA,60,55,-0.0833
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
CRÍTICO,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
ALTA DEMANDA,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
CRÍTICO,INGENIERO DE DESARROLLO,POSGRADO,ARQUITECTURA EMPRESARIAL,BOGOTÁ,133,148,0.1128
ALTA DEMANDA,INGENIERO DE DESARROLLO,POSGRADO,ARQUITECTURA EMPRESARIAL,BOGOTÁ,133,148,0.1128
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,POSGRADO,ARQUITECTURA EMPRESARIAL,BOGOTÁ,133,148,0.1128
CRÍTICO,INGENIERO DE DESARROLLO,POSGRADO,ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE,MEDELLÍN,43,47,0.093
ALTA DEMANDA,INGENIERO DE DESARROLLO,POSGRADO,ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE,MEDELLÍN,43,47,0.093
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,POSGRADO,ESPECIALIZACIÓN EN DESARROLLO DE SOFTWARE,MEDELLÍN,43,47,0.093
CRÍTICO,INGENIERO DE DESARROLLO,POSGRADO,"MAESTRÍA EN GESTIÓN, APLICACIÓN Y DESARROLLO DE SOFTWARE",BUCARAMANGA,7,16,1.2857
ALTA DEMANDA,INGENIERO DE DESARROLLO,POSGRADO,"MAESTRÍA EN GESTIÓN, APLICACIÓN Y DESARROLLO DE SOFTWARE",BUCARAMANGA,7,16,1.2857
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,POSGRADO,"MAESTRÍA EN GESTIÓN, APLICACIÓN Y DESARROLLO DE SOFTWARE",BUCARAMANGA,7,16,1.2857
CRÍTICO,INGENIERO DE DESARROLLO,POSGRADO,GERENCIA DE PROYECTOS,BOGOTÁ,274,251,-0.0839
ALTA DEMANDA,INGENIERO DE DESARROLLO,POSGRADO,GERENCIA DE PROYECTOS,BOGOTÁ,274,251,-0.0839
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,POSGRADO,GERENCIA DE PROYECTOS,BOGOTÁ,274,251,-0.0839
CRÍTICO,INGENIERO DE DESARROLLO,POSGRADO,MAESTRÍA EN GESTIÓN Y DESARROLLO DE PROYECTOS DE SOFTWARE,MANIZALES,41,48,0.1707
ALTA DEMANDA,INGENIERO DE DESARROLLO,POSGRADO,MAESTRÍA EN GESTIÓN Y DESARROLLO DE PROYECTOS DE SOFTWARE,MANIZALES,41,48,0.1707
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,POSGRADO,MAESTRÍA EN GESTIÓN Y DESARROLLO DE PROYECTOS DE SOFTWARE,MANIZALES,41,48,0.1707
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BUCARAMANGA,2787,2616,-0.0614
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BUCARAMANGA,2787,2616,-0.0614
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BUCARAMANGA,2787,2616,-0.0614
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,INGENIERO DE MERCHANDISING,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA DEMANDA,INGENIERO DE PRUEBAS DE SOFTWARE,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
ALTA DEMANDA,INGENIERO DE PRUEBAS DE SOFTWARE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,INGENIERO DE PRUEBAS DE SOFTWARE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,BUCARAMANGA,1210,1209,-0.0008
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,BUCARAMANGA,1210,1209,-0.0008
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,BUCARAMANGA,1210,1209,-0.0008
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MANIZALES,1829,1291,-0.2941
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MANIZALES,1829,1291,-0.2941
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MANIZALES,1829,1291,-0.2941
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA DEMANDA,JEFE DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
ALTA DEMANDA,JEFE DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
ALTA DEMANDA,JEFE DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BARRANQUILLA,3890,4009,0.0306
CRÍTICO,LIDER DE INFRAESTRUCTURA,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
CRÍTICO,LIDER DE INFRAESTRUCTURA,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
CRÍTICO,LIDER DE INFRAESTRUCTURA,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BARRANQUILLA,333,220,-0.3393
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BARRANQUILLA,3198,3163,-0.0109
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA DEMANDA,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
CRÍTICO,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MANIZALES,236,304,0.2881
